0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,1,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
0,0,1,0,0,30,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
0,0,1,0,0,0,0,0,1,0,1,1,1,3,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,3,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,3,0,0,1,1,8,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,11,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,3,1,1,1,3,1,0,0,0,0,3,0,0
0,1,1,1,0,0,0,0,3,0,0,1,1,1,0,37,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
0,1,31,1,0,0,0,1,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,35,1,0
0,1,1,1,0,0,0,1,1,3,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
0,0,1,0,0,0,0,0,6,0,1,1,0,1,1,1,0,1,3,1,1,1,3,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
0,0,1,1,1,1,3,1,1,3,1,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1,1,3,1,1,3,1,1,1,1,3,1,1,0,1,1,1,3,1,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
